date,time,appliedcurrent,voltage,Cl,TOC,A,B,C,D,activatedcarbon,tensilestrength,elongation,glossiness,Mside,Sside,Curl
06월 25일,8,1.3,4.31,25.4,285,601,"1,308","1,399",375,3,33.7,12.3,420,0.79,0.23,1
06월 25일,11,1.3,4.23,,,601,"1,308","1,399",375,3,33.6,12.4,337,0.75,0.23,0
06월 25일,14,1.3,4.18,26.1,288,300,780,900,375,1.75,33.6,12.5,320,0.74,0.23,0
06월 25일,17,1.3,4.29,,,300,780,900,375,1.75,34,16.1,313,0.78,0.23,0
06월 25일,20,1.3,4.3,,,300,780,900,375,1.75,34.1,16.9,300,0.84,0.22,1
06월 25일,23,1.3,4.31,26.7,292,300,780,900,375,1.75,34.7,12.5,288,0.92,0.21,0
06월 26일,2,1.3,4.31,,,300,780,900,375,1.75,33.2,13.6,276,0.96,0.21,0
06월 26일,5,1.3,4.31,,,300,780,900,375,1.75,34.6,17.2,278,0.89,0.21,0
06월 26일,8,1.3,4.31,25.5,294,300,780,900,375,1.75,33.8,18.7,223,1.03,0.2,1
06월 26일,11,1.3,4.31,,,300,900,900,375,1.95,32.8,19.8,251,1.01,0.22,10
06월 26일,14,1.3,4.3,23.4,298,300,900,900,375,1.95,33.2,20.7,238,0.96,0.21,8
06월 26일,17,1.3,4.3,,,300,900,900,375,1.95,32.8,19.3,214,0.83,0.22,8
06월 26일,20,1.3,4.3,,,300,900,900,375,1.95,33.4,18.3,254,0.95,0.25,10
06월 26일,23,1.3,4.3,26,295,300,900,900,375,1.95,32.8,19.7,215,1.16,0.31,20
06월 27일,2,1.3,4.3,,,300,900,900,375,1.95,33.1,17.7,164,1.25,0.27,18
06월 27일,5,1.3,4.3,,,300,900,900,375,1.95,33.9,18.5,170,1.92,0.25,20
06월 27일,8,1.3,4.26,22,296,300,900,900,375,1.95,33.7,19.8,215,1.18,0.25,25
06월 27일,11,1.3,4.3,,,400,"1,000",800,375,2.04,32.8,19.9,223,1.03,0.22,20
06월 27일,14,1.3,4.31,32.8,287,400,"1,000",800,375,2.04,,,,,,
06월 27일,17,1.3,4.3,,,400,"1,000",800,375,2.04,34.4,18.4,141,1.16,0.2,9
06월 27일,20,1.3,4.3,,,400,"1,000",800,375,1.02,37.1,14,98,1.46,0.2,16
06월 27일,23,1.3,4.3,30.8,289,400,"1,000",800,375,1.02,38.4,13.3,53,2.19,0.36,20
06월 28일,2,1.3,4.36,,,400,"1,000",800,375,1.02,37.2,11,93,2.04,0.24,20
06월 28일,5,1.3,4.32,,,400,"1,000",800,375,1.02,38.8,10.4,81,2.24,0.33,20
06월 28일,8,1.3,4.32,31.2,291,400,"1,000",800,375,1.02,,,,,,
06월 28일,11,1.3,4.32,,,400,"1,000",800,375,1.02,,,,,,
06월 28일,20,1.3,4.13,30.1,302,600,"1,200",900,375,2.92,,,241,,,
06월 28일,23,1.3,4.3,36.6,302,600,"1,200",900,375,2.92,31.8,10.7,364,0.92,0.22,0
06월 29일,2,1.3,4.32,,,600,"1,200",900,375,2.92,31.5,10.3,431,0.69,0.22,1
06월 29일,5,1.3,4.28,,,600,"1,200",900,375,2.92,33.7,14.3,357,0.84,0.21,0
06월 29일,8,1.3,4.26,30.9,257,600,"1,200",900,375,2.92,33.7,13.3,,,,3
06월 29일,11,1.3,4.27,,,600,"1,200",900,375,2.92,33.8,13.5,,,,1
06월 29일,14,1.3,4.27,,,700,"1,400",700,375,2.92,33.8,14.9,,,,0
06월 29일,17,1.3,4.27,,,700,"1,400",700,375,2.92,31.9,12.5,400,1,0.2,1
06월 29일,20,1.3,4.27,,,700,"1,400",700,375,2.92,33.9,14,403,0.97,0.2,0
06월 29일,23,1.3,4.28,,264,700,"1,400",700,375,2.92,32.3,11.2,330,1.04,0.26,0
06월 30일,2,1.3,4.23,,,700,"1,400",700,375,2.92,32.4,11.4,356,1,0.22,2
06월 30일,5,1.3,4.19,,,700,"1,400",700,375,2.92,34.4,15.8,372,1.05,0.2,0
06월 30일,8,1.3,4.19,,284,700,"1,400",700,375,2.92,34.6,15.7,356,0.91,0.21,0
06월 30일,11,1.3,4.21,,,750,"1,400",600,375,1.7,33.8,9.9,438,0.88,0.21,0
06월 30일,14,1.3,4.23,,,750,"1,400",400,375,1.7,34.5,14.3,472,0.83,0.23,2
06월 30일,17,1.3,4.23,,,750,"1,400",400,375,2.36,34.6,16.5,339,1.08,0.22,15
06월 30일,20,1.3,4.27,,,750,"1,400",400,375,2.36,49.5,9.6,78,1.33,0.2,15
06월 30일,23,1.3,4.28,,,600,"1,200",600,375,1.85,51,8.5,55,1.59,0.28,
07월 01일,2,1.3,4.2,,,600,"1,200",600,375,1.85,48.9,10.4,69,1.57,0.3,20
07월 01일,5,1.3,4.2,,,600,"1,200",600,375,1.85,50.3,9.8,56,1.38,0.24,20
07월 01일,8,1.3,4.26,,,600,"1,200",600,375,1.85,47.3,9.8,69,1.49,0.2,30
07월 01일,11,1.3,4.2,,,600,"1,200",800,375,1.85,47.8,11,265,1.52,0.2,30
07월 01일,14,1.3,4.2,,,600,"1,200",800,375,1.85,35,18,272,1.18,0.19,4
07월 01일,17,1.3,4.24,,,600,"1,200",800,375,1.85,34.4,14.8,376,0.91,0.21,10
07월 01일,20,1.3,4.3,,,600,"1,200",750,375,1.85,35.1,18.3,350,1,0.21,3
07월 01일,23,1.3,4.16,,,600,"1,200",700,375,1.85,36.7,13.2,253,1.26,0.25,10
07월 02일,2,1.3,4.17,,,600,"1,200",700,375,1.85,37.9,12.3,206,1.08,0.2,20
07월 02일,5,1.3,4.18,,,600,"1,200",700,375,1.85,38.3,13.4,169,1.12,0.2,16
07월 02일,8,1.3,4.23,,,600,"1,200",700,375,1.85,38.2,6.7,187,1.35,0.21,9
