nSheetID,strLotName,strGrade_Final,Endtime,time
553,20221022_101,A,2022-10-22 12:16,0:47
554,20221022_101,B,2022-10-22 12:16,0:09
555,20221022_101,A,2022-10-22 12:16,0:35
556,20221022_101,A,2022-10-22 12:16,0:09
557,20221022_101,A,2022-10-22 12:17,0:36
558,20221022_101,A,2022-10-22 12:17,0:09
559,20221022_101,A,2022-10-22 12:21,3:30
560,20221022_101,B,2022-10-22 12:21,0:09
561,20221022_101,A,2022-10-22 12:21,0:31
562,20221022_101,A,2022-10-22 12:22,0:10
563,20221022_101,B,2022-10-22 12:23,0:59
564,20221022_101,A,2022-10-22 12:23,0:25
565,20221022_101,A,2022-10-22 12:24,0:46
566,20221022_101,A,2022-10-22 12:24,0:09
567,20221022_101,B,2022-10-22 12:26,2:05
568,20221022_101,B,2022-10-22 12:26,0:00
569,20221022_101,A,2022-10-22 12:26,0:00
570,20221022_101,A,2022-10-22 12:26,0:09
571,20221022_101,A,2022-10-22 12:29,2:31
572,20221022_101,A,2022-10-22 12:29,0:10
573,20221022_101,B,2022-10-22 12:37,8:12
574,20221022_101,B,2022-10-22 12:37,0:00
575,20221022_101,B,2022-10-22 12:37,0:00
576,20221022_101,B,2022-10-22 12:37,0:00
577,20221022_101,A,2022-10-22 12:37,0:00
578,20221022_101,B,2022-10-22 12:37,0:09
579,20221022_101,A,2022-10-22 12:40,3:08
580,20221022_101,A,2022-10-22 12:40,0:09
581,20221022_101,A,2022-10-22 12:41,0:36
582,20221022_101,A,2022-10-22 12:41,0:09
583,20221022_101,B,2022-10-22 12:44,3:01
584,20221022_101,A,2022-10-22 12:44,0:09
585,20221022_101,A,2022-10-22 12:45,0:43
586,20221022_101,A,2022-10-22 12:45,0:09
587,20221022_101,A,2022-10-22 12:46,0:52
588,20221022_101,A,2022-10-22 12:46,0:09
589,20221022_101,A,2022-10-22 12:47,0:44
590,20221022_101,A,2022-10-22 12:47,0:09
591,20221022_101,A,2022-10-22 12:48,0:34
592,20221022_101,A,2022-10-22 12:48,0:09
593,20221022_101,B,2022-10-22 12:48,0:32
594,20221022_101,A,2022-10-22 12:49,0:10
595,20221022_101,B,2022-10-22 12:49,0:38
596,20221022_101,A,2022-10-22 12:49,0:09
597,20221022_101,A,2022-10-22 12:50,0:37
598,20221022_101,A,2022-10-22 12:50,0:09
599,20221022_101,A,2022-10-22 12:51,1:09
600,20221022_101,A,2022-10-22 12:51,0:09
601,20221022_101,A,2022-10-22 12:52,0:35
602,20221022_101,A,2022-10-22 12:52,0:09
603,20221022_101,A,2022-10-22 12:53,1:09
604,20221022_101,B,2022-10-22 12:53,0:09
605,20221022_101,A,2022-10-22 12:55,1:36
606,20221022_101,A,2022-10-22 12:55,0:08
607,20221022_101,A,2022-10-22 12:56,0:31
608,20221022_101,A,2022-10-22 12:56,0:11
609,20221022_101,A,2022-10-22 12:57,0:57
610,20221022_101,A,2022-10-22 12:57,0:09
611,20221022_101,A,2022-10-22 12:58,0:38
612,20221022_101,A,2022-10-22 12:58,0:09
613,20221022_101,B,2022-10-22 12:58,0:37
614,20221022_101,A,2022-10-22 12:59,0:10
615,20221022_101,A,2022-10-22 12:59,0:54
616,20221022_101,A,2022-10-22 13:00,0:09
617,20221022_101,B,2022-10-22 13:00,0:45
618,20221022_101,A,2022-10-22 13:00,0:10
619,20221022_101,B,2022-10-22 13:01,0:29
620,20221022_101,A,2022-10-22 13:01,0:09
621,20221022_101,B,2022-10-22 13:02,0:38
622,20221022_101,A,2022-10-22 13:02,0:09
623,20221022_101,A,2022-10-22 13:02,0:36
624,20221022_101,A,2022-10-22 13:03,0:09
625,20221022_101,A,2022-10-22 13:05,2:35
626,20221022_101,A,2022-10-22 13:05,0:01
627,20221022_101,B,2022-10-22 13:06,1:09
628,20221022_101,A,2022-10-22 13:07,0:09
629,20221022_101,B,2022-10-22 13:07,0:46
630,20221022_101,A,2022-10-22 13:07,0:09
631,20221022_101,A,2022-10-22 13:11,3:13
632,20221022_101,A,2022-10-22 13:11,0:09
633,20221022_101,A,2022-10-22 13:11,0:31
634,20221022_101,A,2022-10-22 13:11,0:09
635,20221022_101,B,2022-10-22 13:12,0:50
636,20221022_101,A,2022-10-22 13:12,0:09
637,20221022_101,B,2022-10-22 13:13,0:33
638,20221022_101,A,2022-10-22 13:13,0:09
639,20221022_101,B,2022-10-22 13:14,0:37
640,20221022_101,A,2022-10-22 13:14,0:09
641,20221022_101,A,2022-10-22 13:16,2:00
642,20221022_101,B,2022-10-22 13:17,0:53
643,20221022_101,B,2022-10-22 13:17,0:00
644,20221022_101,A,2022-10-22 13:17,0:09
645,20221022_101,A,2022-10-22 13:18,0:53
646,20221022_101,B,2022-10-22 13:18,0:09
647,20221022_101,B,2022-10-22 13:19,0:37
648,20221022_101,B,2022-10-22 13:19,0:09
649,20221022_101,A,2022-10-22 13:20,1:01
650,20221022_101,B,2022-10-22 13:20,0:09
651,20221022_101,A,2022-10-22 13:20,0:30
652,20221022_101,A,2022-10-22 13:21,0:09
653,20221022_101,A,2022-10-22 13:22,0:57
654,20221022_101,A,2022-10-22 13:22,0:09
655,20221022_101,B,2022-10-22 13:22,0:35
656,20221022_101,A,2022-10-22 13:22,0:09
657,20221022_101,A,2022-10-22 13:23,0:41
658,20221022_101,B,2022-10-22 13:23,0:09
659,20221022_101,A,2022-10-22 13:24,0:36
660,20221022_101,A,2022-10-22 13:24,0:09
661,20221022_101,A,2022-10-22 13:25,0:44
662,20221022_101,B,2022-10-22 13:25,0:08
663,20221022_101,A,2022-10-22 13:26,0:44
664,20221022_101,A,2022-10-22 13:26,0:09
665,20221022_101,A,2022-10-22 13:27,0:56
666,20221022_101,A,2022-10-22 13:27,0:09
667,20221022_101,A,2022-10-22 13:28,1:07
668,20221022_101,A,2022-10-22 13:28,0:10
669,20221022_101,A,2022-10-22 13:29,0:37
670,20221022_101,A,2022-10-22 13:29,0:09
671,20221022_101,A,2022-10-22 13:30,0:42
672,20221022_101,A,2022-10-22 13:30,0:10
